student_id,age,gender,year_of_study,field_of_study,stress_level,anxiety_score,sleep_hours,sleep_quality,mood_rating,daily_screen_time_hrs,screen_time_before_sleep,daily_social_media_hours,platform_usage,physical_activity,social_interaction_level,study_hours_per_day,class_attendance_pct,exam_score,GPA,academic_performance,sleep_debt,stress_sleep_ratio,state_score,screen_category,at_risk
134,22,Female,4,Business,5,5,6.3,2.0,5.0,4.5,1.1,2.4,Instagram,3.6,6.9,3.0,76.5,81.5,2.24,71.2,1.7000000000000002,0.7936507936507937,5.0,Moderate,0
135,19,Male,3,Business,5,5,5.6,1.0,6.0,5.3,1.8,1.8,TikTok,6.1,5.6,1.0,78.7,63.8,2.93,67.0,2.4000000000000004,0.8928571428571429,4.666666666666667,High,0
136,24,Female,4,Other,5,4,6.1,3.0,5.0,3.3,1.3,3.5,TikTok,5.5,8.3,3.5,76.8,57.6,2.54,54.6,1.9000000000000004,0.819672131147541,4.666666666666667,Moderate,0
137,20,Female,4,Computer Science,5,4,5.8,2.0,5.0,1.9,1.4,3.6,Both,4.8,6.5,2.8,79.0,63.8,2.57,62.8,2.2,0.8620689655172414,4.666666666666667,Low,0
138,20,Female,1,Business,5,5,5.7,3.0,4.0,2.4,0.0,1.9,Instagram,3.6,9.3,4.6,82.1,72.0,3.08,75.4,2.3,0.8771929824561403,5.333333333333333,Moderate,0
139,22,Male,4,Arts,5,5,6.6,2.0,6.0,4.1,2.6,2.3,Both,2.3,7.0,3.5,74.8,63.8,2.72,65.1,1.4000000000000004,0.7575757575757576,4.666666666666667,Moderate,0
140,19,Male,2,Science,6,6,6.7,3.0,6.0,3.8,2.1,2.1,Instagram,5.5,7.0,1.6,70.5,59.4,2.27,54.3,1.2999999999999998,0.8955223880597015,5.333333333333333,Moderate,0
141,21,Male,2,Engineering,6,6,8.1,4.0,6.0,4.6,1.8,3.7,TikTok,2.9,5.1,1.1,89.9,61.7,2.31,65.8,-0.09999999999999964,0.7407407407407408,5.333333333333333,Moderate,0
142,23,Female,2,Business,5,6,7.9,3.0,7.0,4.2,0.8,3.6,Both,4.0,6.1,4.6,84.0,74.8,2.97,72.9,0.09999999999999964,0.6329113924050632,4.666666666666667,Moderate,0
143,18,Male,2,Computer Science,8,9,5.4,2.0,3.0,4.1,1.4,4.5,Both,4.1,6.2,1.7,78.0,63.8,2.54,56.4,2.5999999999999996,1.4814814814814814,8.0,Moderate,0
144,21,Female,1,Computer Science,4,5,7.6,4.0,7.0,6.2,0.6,2.9,Instagram,3.5,8.0,2.4,83.9,79.7,2.89,73.9,0.40000000000000036,0.5263157894736842,4.0,High,0
145,21,Other,2,Science,7,8,5.4,2.0,6.0,4.9,1.0,3.5,Instagram,5.0,7.9,1.3,79.5,36.9,1.81,43.9,2.5999999999999996,1.2962962962962963,6.333333333333333,Moderate,0
146,22,Male,2,Business,6,6,7.2,4.0,5.0,3.9,0.0,4.1,TikTok,4.1,6.7,4.2,96.7,62.4,3.19,72.1,0.7999999999999998,0.8333333333333333,5.666666666666667,Moderate,0
147,19,Female,3,Engineering,5,5,6.3,3.0,4.0,3.9,0.6,2.9,Both,4.9,8.7,3.2,72.9,74.0,2.7,70.5,1.7000000000000002,0.7936507936507937,5.333333333333333,Moderate,0
148,19,Male,4,Other,7,9,4.6,1.0,3.0,4.1,1.5,3.9,Both,4.0,3.7,3.2,68.3,64.9,2.17,56.1,3.4000000000000004,1.5217391304347827,7.666666666666667,Moderate,1
149,22,Female,2,Other,5,6,6.8,3.0,6.0,4.7,1.7,2.0,Both,3.4,7.0,3.4,76.3,73.0,2.69,71.7,1.2000000000000002,0.7352941176470589,5.0,Moderate,0
150,22,Male,2,Arts,10,9,3.5,1.0,3.0,4.9,2.2,2.7,TikTok,3.0,7.7,0.1,77.2,32.5,1.61,41.6,4.5,2.857142857142857,8.666666666666666,Moderate,1
151,21,Female,1,Computer Science,5,3,4.7,2.0,6.0,5.2,1.5,1.2,TikTok,3.7,7.3,4.5,77.3,70.6,2.54,69.4,3.3,1.0638297872340425,4.0,High,0
152,22,Female,1,Arts,6,6,6.5,3.0,6.0,4.4,2.3,2.7,TikTok,1.7,4.2,2.2,83.2,63.8,2.4,59.1,1.5,0.9230769230769231,5.333333333333333,Moderate,0
153,20,Other,1,Business,8,9,6.7,1.0,5.0,4.5,2.3,3.3,Instagram,1.8,7.4,3.0,56.5,58.6,2.11,65.8,1.2999999999999998,1.1940298507462686,7.333333333333333,Moderate,0
154,21,Female,2,Engineering,8,9,6.0,2.0,4.0,5.6,1.8,5.2,Both,4.3,6.8,3.0,77.1,67.5,2.5,61.2,2.0,1.3333333333333333,7.666666666666667,High,0
155,21,Female,1,Business,8,7,4.9,2.0,4.0,3.9,1.6,2.9,Both,1.6,6.2,1.7,67.1,43.0,1.86,43.0,3.0999999999999996,1.6326530612244896,7.0,Moderate,1
156,20,Female,4,Arts,8,9,4.9,2.0,3.0,2.1,0.6,3.9,Both,3.0,6.0,0.7,80.0,43.9,2.23,55.3,3.0999999999999996,1.6326530612244896,8.0,Moderate,1
157,24,Female,2,Arts,4,5,7.1,4.0,6.0,3.8,2.1,2.8,TikTok,1.8,8.2,2.6,79.5,75.9,2.67,75.8,0.9000000000000004,0.5633802816901409,4.333333333333333,Moderate,0
158,22,Female,2,Science,6,7,7.1,1.0,7.0,6.1,2.8,2.7,Both,2.8,6.7,2.8,77.3,69.8,3.18,66.6,0.9000000000000004,0.8450704225352114,5.333333333333333,High,0
159,19,Male,2,Other,6,7,6.2,1.0,6.0,7.5,2.1,2.4,Both,2.8,5.9,3.3,88.2,70.9,2.61,70.4,1.7999999999999998,0.9677419354838709,5.666666666666667,High,0
160,22,Other,1,Engineering,5,5,8.0,4.0,6.0,4.8,3.3,2.9,TikTok,2.5,5.0,4.7,94.7,84.6,2.79,75.7,0.0,0.625,4.666666666666667,Moderate,0
161,19,Female,2,Business,4,3,6.7,4.0,6.0,3.7,0.5,3.7,TikTok,1.2,6.4,4.3,91.3,63.8,3.85,86.1,1.2999999999999998,0.5970149253731343,3.6666666666666665,Moderate,0
162,22,Female,3,Arts,4,5,5.4,3.0,7.0,2.9,0.2,2.1,Both,3.5,6.3,2.0,85.9,55.4,2.08,57.7,2.5999999999999996,0.7407407407407407,4.0,Moderate,0
163,23,Male,2,Arts,7,8,6.3,2.0,5.0,5.8,2.1,3.9,Both,2.1,5.7,3.9,73.4,59.5,2.54,52.5,1.7000000000000002,1.1111111111111112,6.666666666666667,High,0
164,20,Female,2,Arts,6,6,4.8,1.0,4.0,4.6,1.4,2.9,TikTok,2.6,5.3,1.1,79.5,42.8,1.42,37.0,3.2,1.25,6.0,Moderate,0
165,23,Male,4,Science,5,8,5.9,3.0,7.0,5.9,2.1,2.1,TikTok,4.9,8.4,3.7,78.7,55.8,3.58,73.2,2.0999999999999996,0.847457627118644,5.333333333333333,High,0
166,22,Female,4,Engineering,7,6,7.2,3.0,5.0,4.4,1.6,5.2,Both,4.8,5.0,5.3,81.6,82.8,3.59,85.4,0.7999999999999998,0.9722222222222222,6.0,Moderate,0
167,22,Male,3,Arts,4,4,7.0,4.0,6.0,2.1,0.5,2.3,Instagram,1.8,8.3,3.8,79.0,60.6,2.93,68.8,1.0,0.5714285714285714,4.0,Moderate,0
168,24,Female,2,Business,7,6,8.2,4.0,5.0,3.3,1.5,4.4,Both,5.4,5.5,0.8,81.8,67.2,2.45,68.5,-0.1999999999999993,0.853658536585366,6.0,Moderate,0
169,21,Other,3,Engineering,4,4,5.8,2.0,4.0,2.7,0.0,1.6,Instagram,3.1,4.9,2.8,95.4,65.1,2.74,68.4,2.2,0.6896551724137931,4.666666666666667,Moderate,0
170,20,Male,1,Arts,7,5,8.1,3.0,7.0,4.1,1.1,4.5,Both,2.0,4.1,5.0,81.3,72.8,2.4,63.2,-0.09999999999999964,0.8641975308641976,5.0,Moderate,0
171,19,Other,2,Business,7,8,6.3,2.0,4.0,3.9,1.8,3.4,Instagram,2.4,4.5,2.1,72.1,43.8,2.59,57.2,1.7000000000000002,1.1111111111111112,7.0,Moderate,0
172,20,Male,1,Arts,5,6,8.2,4.0,7.0,7.0,2.2,2.9,TikTok,3.3,5.8,4.7,77.9,81.7,3.51,87.8,-0.1999999999999993,0.6097560975609757,4.666666666666667,High,0
173,21,Female,2,Computer Science,3,3,6.4,2.0,7.0,5.5,2.0,1.0,Instagram,6.0,6.7,2.5,87.1,68.4,2.54,68.1,1.5999999999999996,0.46875,3.0,High,0
174,22,Female,2,Engineering,6,6,7.3,3.0,5.0,0.2,0.0,2.3,Both,1.4,7.1,2.6,83.7,64.3,2.55,61.7,0.7000000000000002,0.8219178082191781,5.666666666666667,Low,0
175,21,Female,1,Engineering,7,8,8.3,3.0,5.0,3.9,1.5,4.6,Both,0.2,6.1,2.8,78.8,55.7,2.34,58.8,-0.3000000000000007,0.8433734939759036,6.666666666666667,Moderate,0
176,22,Female,4,Computer Science,4,4,5.8,3.0,5.0,1.4,0.1,2.5,Both,4.3,6.3,5.3,79.5,84.5,3.11,73.4,2.2,0.6896551724137931,4.333333333333333,Low,0
177,21,Female,4,Business,8,9,6.1,1.0,5.0,3.9,2.9,4.4,Instagram,4.0,9.8,1.8,77.5,45.6,1.94,52.5,1.9000000000000004,1.3114754098360657,7.333333333333333,Moderate,0
178,23,Male,3,Arts,1,1,7.7,4.0,9.0,0.9,0.8,1.0,Instagram,3.6,6.4,2.4,95.2,63.8,3.1,83.6,0.2999999999999998,0.12987012987012986,1.0,Low,0
179,21,Male,2,Computer Science,3,3,6.3,4.0,7.0,3.3,0.3,1.6,Instagram,4.4,6.6,6.1,90.5,92.5,3.32,90.3,1.7000000000000002,0.4761904761904762,3.0,Moderate,0
180,26,Female,4,Computer Science,6,7,4.8,1.0,5.0,3.9,1.4,3.1,Instagram,2.1,4.3,2.7,78.8,70.3,2.57,71.3,3.2,1.25,6.0,Moderate,0
181,22,Female,1,Other,4,5,9.1,5.0,8.0,4.5,1.1,3.7,Both,1.8,5.5,4.4,87.1,88.4,3.2,83.5,-1.0999999999999996,0.43956043956043955,3.6666666666666665,Moderate,0
182,20,Female,3,Business,8,8,5.6,1.0,4.0,5.2,2.3,3.9,TikTok,3.8,6.5,0.2,72.3,42.5,1.57,38.0,2.4000000000000004,1.4285714285714286,7.333333333333333,High,0
183,19,Female,1,Business,2,2,6.7,3.0,10.0,5.2,0.5,2.1,Both,5.9,5.6,3.9,90.5,81.2,3.3,77.5,1.2999999999999998,0.29850746268656714,1.3333333333333333,High,0
184,22,Male,3,Science,10,3,7.5,4.0,7.0,3.5,0.0,2.9,TikTok,3.4,5.9,3.8,92.3,81.8,3.13,83.4,0.5,1.3333333333333333,5.333333333333333,Moderate,0
185,21,Female,1,Engineering,5,5,6.0,2.0,6.0,0.5,0.0,2.0,Instagram,4.4,6.3,1.7,88.4,65.9,2.39,59.9,2.0,0.8333333333333334,4.666666666666667,Low,0
186,22,Male,4,Business,7,8,4.9,1.0,3.0,6.1,2.0,3.0,Instagram,1.6,5.1,2.9,69.4,51.8,2.38,54.7,3.0999999999999996,1.4285714285714284,7.333333333333333,High,1
187,22,Female,4,Science,3,3,6.3,2.0,6.0,3.3,0.6,0.1,Instagram,4.3,6.2,1.9,84.8,73.9,2.64,70.4,1.7000000000000002,0.4761904761904762,3.3333333333333335,Moderate,0
188,21,Male,1,Computer Science,9,8,4.7,1.0,1.0,4.6,0.5,3.6,Instagram,1.4,6.5,0.3,61.4,29.9,1.3,31.2,3.3,1.9148936170212765,8.666666666666666,Moderate,1
189,20,Male,2,Business,7,7,6.0,1.0,4.0,4.8,2.6,3.4,Both,5.8,5.2,3.6,68.6,66.3,2.25,61.7,2.0,1.1666666666666667,6.666666666666667,Moderate,0
190,18,Male,4,Business,7,7,5.9,1.0,4.0,3.0,1.7,1.7,Instagram,2.4,4.9,2.8,66.7,57.5,2.14,48.9,2.0999999999999996,1.1864406779661016,6.666666666666667,Moderate,0
191,20,Male,2,Science,5,4,6.0,2.0,5.0,2.7,1.5,1.3,Instagram,2.3,6.5,2.4,72.5,57.7,2.81,63.8,2.0,0.8333333333333334,4.666666666666667,Moderate,0
192,22,Female,4,Engineering,8,9,4.3,1.0,3.0,6.5,2.8,4.2,Instagram,3.4,6.4,1.8,63.5,35.5,1.76,63.2,3.7,1.8604651162790697,8.0,High,1
193,21,Male,2,Engineering,4,4,8.2,5.0,7.0,5.4,2.0,2.6,Both,3.6,6.7,3.2,90.3,72.9,2.85,70.5,-0.1999999999999993,0.48780487804878053,3.6666666666666665,High,0
194,19,Male,2,Science,7,5,6.4,2.0,5.0,2.9,1.1,4.0,Both,3.2,5.6,3.1,69.5,41.0,2.22,46.0,1.5999999999999996,1.09375,5.666666666666667,Moderate,0
195,21,Male,1,Engineering,6,7,8.2,5.0,6.0,0.4,0.9,5.2,Both,5.2,5.8,3.0,85.0,66.4,2.34,65.4,-0.1999999999999993,0.7317073170731708,5.666666666666667,Low,0
196,22,Male,1,Business,5,5,6.4,2.0,8.0,5.8,2.1,1.3,Instagram,4.2,8.0,1.3,87.3,49.5,2.73,58.3,1.5999999999999996,0.78125,4.0,High,0
197,19,Male,3,Computer Science,7,8,5.0,1.0,5.0,1.9,1.7,1.9,Instagram,2.5,7.2,1.5,67.4,73.2,2.12,62.7,3.0,1.4,6.666666666666667,Low,1
198,21,Male,2,Computer Science,6,7,6.7,1.0,6.0,6.2,1.3,2.0,Both,4.9,6.8,1.9,77.9,66.8,2.68,66.1,1.2999999999999998,0.8955223880597015,5.666666666666667,High,0
199,21,Female,2,Arts,6,6,6.2,2.0,5.0,1.4,0.5,3.8,Both,1.8,5.3,2.0,68.2,58.0,2.33,58.2,1.7999999999999998,0.9677419354838709,5.666666666666667,Low,0
200,19,Female,2,Engineering,6,4,4.9,1.0,5.0,4.4,1.9,1.4,Instagram,2.3,6.3,2.6,68.3,68.3,2.05,64.2,3.0999999999999996,1.2244897959183672,5.0,Moderate,0
201,22,Female,2,Computer Science,6,4,8.1,4.0,6.0,3.7,1.4,5.0,Both,3.4,4.9,3.2,91.8,74.6,2.67,72.3,-0.09999999999999964,0.7407407407407408,4.666666666666667,Moderate,0
202,22,Female,4,Computer Science,3,2,5.3,3.0,6.0,3.5,0.6,1.6,TikTok,2.6,6.1,0.8,85.1,50.6,2.18,48.5,2.7,0.5660377358490566,3.0,Moderate,0
203,23,Male,4,Engineering,8,8,4.0,1.0,4.0,5.5,2.7,3.0,Instagram,5.1,6.0,2.9,84.9,49.3,2.04,49.0,4.0,2.0,7.333333333333333,High,1
204,23,Female,2,Arts,3,4,8.0,5.0,8.0,3.4,0.8,2.6,TikTok,6.6,6.9,3.7,87.3,87.4,3.21,82.1,0.0,0.375,3.0,Moderate,0
205,19,Female,4,Science,6,6,5.2,1.0,6.0,2.1,0.1,2.0,Instagram,3.3,5.8,1.4,85.8,46.9,2.44,55.4,2.8,1.1538461538461537,5.333333333333333,Moderate,0
206,19,Female,3,Computer Science,10,10,5.3,1.0,2.0,3.2,1.0,4.5,Instagram,2.3,6.2,2.4,62.2,49.6,2.41,58.6,2.7,1.8867924528301887,9.333333333333334,Moderate,0
207,22,Male,2,Other,6,5,4.5,1.0,4.0,4.1,2.4,2.2,Both,3.1,7.3,0.0,71.1,49.5,1.57,43.9,3.5,1.3333333333333333,5.666666666666667,Moderate,0
208,22,Male,4,Engineering,5,5,7.9,4.0,6.0,4.7,2.1,4.0,Instagram,3.4,5.3,1.6,100.0,62.1,2.47,61.9,0.09999999999999964,0.6329113924050632,4.666666666666667,Moderate,0
209,22,Male,1,Computer Science,6,6,5.3,3.0,5.0,1.8,1.2,2.3,Both,3.7,5.4,4.7,71.3,71.3,2.82,63.0,2.7,1.1320754716981132,5.666666666666667,Low,0
210,26,Male,1,Arts,5,5,7.1,2.0,6.0,4.2,1.3,2.6,Both,3.4,6.6,3.2,90.8,76.3,2.38,71.7,0.9000000000000004,0.7042253521126761,4.666666666666667,Moderate,0
211,22,Female,4,Other,9,10,7.0,2.0,4.0,4.7,2.3,6.5,Instagram,3.6,5.7,1.1,74.0,52.4,1.97,50.0,1.0,1.2857142857142858,8.333333333333334,Moderate,0
212,23,Female,2,Business,6,8,6.3,4.0,7.0,4.7,1.3,4.0,TikTok,5.7,6.1,2.8,75.7,67.4,2.8,69.7,1.7000000000000002,0.9523809523809524,5.666666666666667,Moderate,0
213,23,Female,4,Computer Science,6,6,6.3,1.0,5.0,3.5,1.3,2.8,Both,1.1,7.3,2.6,66.4,59.9,2.29,59.4,1.7000000000000002,0.9523809523809524,5.666666666666667,Moderate,0
214,22,Female,4,Engineering,8,9,4.1,1.0,3.0,3.9,0.7,3.7,Both,2.0,5.0,1.7,68.8,51.3,1.98,47.6,3.9000000000000004,1.9512195121951221,8.0,Moderate,1
215,20,Female,1,Science,3,3,5.7,2.0,6.0,3.5,0.4,1.1,TikTok,2.8,4.1,3.8,75.6,59.8,2.92,66.1,2.3,0.5263157894736842,3.3333333333333335,Moderate,0
216,22,Female,4,Engineering,10,7,6.2,2.0,4.0,3.4,1.0,4.8,TikTok,4.2,5.2,1.9,73.1,63.0,1.35,44.2,1.7999999999999998,1.6129032258064515,7.666666666666667,Moderate,0
217,20,Other,2,Other,6,6,5.5,1.0,5.0,4.3,1.4,0.7,Instagram,4.5,8.9,3.1,65.4,60.5,2.25,63.0,2.5,1.0909090909090908,5.666666666666667,Moderate,0
218,21,Male,2,Computer Science,3,2,6.6,3.0,7.0,2.1,1.1,1.6,Instagram,4.7,6.5,3.4,89.4,70.1,3.44,71.0,1.4000000000000004,0.4545454545454546,2.6666666666666665,Moderate,0
219,20,Male,3,Computer Science,4,4,6.8,4.0,6.0,5.7,1.7,2.5,Both,1.1,5.1,2.8,71.8,71.6,2.75,66.6,1.2000000000000002,0.5882352941176471,4.0,High,0
220,21,Male,4,Other,4,3,7.0,3.0,7.0,1.9,0.0,2.1,Both,3.2,6.4,2.3,83.8,71.9,1.9,57.3,1.0,0.5714285714285714,3.3333333333333335,Low,0
221,25,Female,1,Engineering,6,6,5.6,1.0,6.0,3.7,1.4,2.9,TikTok,1.7,6.8,3.7,66.4,57.9,2.09,63.2,2.4000000000000004,1.0714285714285714,5.333333333333333,Moderate,0
222,18,Female,2,Science,2,2,8.6,5.0,8.0,2.3,0.9,2.3,Both,3.4,6.3,4.9,100.0,91.4,3.76,95.3,-0.5999999999999996,0.23255813953488372,2.0,Moderate,0
223,22,Male,3,Engineering,4,5,7.1,1.0,6.0,4.2,2.6,3.1,Instagram,3.5,6.9,4.5,71.1,78.4,2.95,70.1,0.9000000000000004,0.5633802816901409,4.333333333333333,Moderate,0
224,18,Other,3,Engineering,5,5,5.9,2.0,6.0,4.5,0.2,1.5,TikTok,1.7,5.9,3.0,76.3,65.6,1.77,53.5,2.0999999999999996,0.847457627118644,4.666666666666667,Moderate,0
225,20,Male,3,Engineering,5,7,7.3,4.0,6.0,4.6,1.9,2.9,Both,2.6,6.9,3.6,85.9,84.1,3.11,83.1,0.7000000000000002,0.684931506849315,5.333333333333333,Moderate,0
226,23,Other,1,Business,3,5,9.4,5.0,8.0,3.9,1.6,2.0,TikTok,4.8,7.0,4.0,95.9,84.1,2.54,95.6,-1.4000000000000004,0.3191489361702127,3.3333333333333335,Moderate,0
227,21,Male,1,Science,6,5,5.1,1.0,5.0,2.6,0.4,3.4,Both,2.4,5.4,3.4,66.8,61.8,2.21,57.0,2.9000000000000004,1.1764705882352942,5.333333333333333,Moderate,0
228,19,Male,2,Engineering,6,7,6.0,2.0,4.0,4.2,1.7,4.4,Instagram,3.1,6.1,2.0,66.4,51.9,2.66,55.8,2.0,1.0,6.333333333333333,Moderate,0
229,20,Female,3,Engineering,6,8,3.5,1.0,5.0,3.9,0.6,1.7,Instagram,6.0,6.5,1.0,79.8,42.2,1.8,44.9,4.5,1.7142857142857142,6.333333333333333,Moderate,0
230,22,Male,1,Engineering,5,6,6.9,4.0,5.0,4.1,1.4,4.5,Instagram,5.7,4.8,3.3,83.7,72.8,2.54,69.9,1.0999999999999996,0.7246376811594203,5.333333333333333,Moderate,0
231,20,Male,1,Other,5,6,6.3,3.0,5.0,3.1,0.4,1.9,Instagram,3.4,5.7,2.9,72.5,63.3,2.42,63.3,1.7000000000000002,0.7936507936507937,5.333333333333333,Moderate,0
232,21,Male,4,Computer Science,5,3,5.9,2.0,5.0,2.6,1.1,4.4,TikTok,3.6,4.4,3.0,85.3,65.1,2.09,60.4,2.0999999999999996,0.847457627118644,4.333333333333333,Moderate,0
233,21,Female,1,Other,5,5,5.9,2.0,7.0,6.1,3.9,4.5,Both,7.3,7.5,3.2,80.2,68.8,2.97,72.9,2.0999999999999996,0.847457627118644,4.333333333333333,High,0
234,20,Female,4,Science,7,7,3.6,1.0,3.0,5.2,2.5,4.0,Both,4.0,6.1,1.1,66.6,45.7,1.99,49.7,4.4,1.9444444444444444,7.0,High,1
235,25,Male,3,Science,5,7,6.9,3.0,6.0,4.5,2.1,2.3,Instagram,3.7,8.1,3.0,76.8,68.3,2.59,72.0,1.0999999999999996,0.7246376811594203,5.333333333333333,Moderate,0
236,22,Female,4,Computer Science,5,4,7.6,5.0,6.0,3.7,1.6,3.5,Both,5.6,6.2,3.0,81.0,70.1,3.09,73.0,0.40000000000000036,0.6578947368421053,4.333333333333333,Moderate,0
237,18,Female,1,Science,6,6,5.8,2.0,5.0,2.4,0.4,3.9,Both,3.3,5.9,3.7,72.2,70.6,2.16,57.1,2.2,1.0344827586206897,5.666666666666667,Moderate,0
238,21,Male,1,Science,4,5,6.3,4.0,6.0,4.9,1.4,2.5,Both,4.2,4.7,3.3,87.7,63.8,3.12,85.9,1.7000000000000002,0.6349206349206349,4.333333333333333,Moderate,0
239,20,Male,3,Engineering,5,4,4.3,1.0,5.0,3.9,1.6,0.7,Instagram,3.6,5.4,2.8,86.6,72.1,2.53,62.7,3.7,1.1627906976744187,4.666666666666667,Moderate,0
240,22,Male,4,Engineering,6,6,6.5,2.0,6.0,4.2,0.6,2.1,Both,4.0,4.5,1.7,70.7,54.1,2.16,50.2,1.5,0.9230769230769231,5.333333333333333,Moderate,0
241,20,Male,3,Engineering,9,9,5.6,1.0,2.0,5.0,2.3,4.7,Instagram,4.0,7.2,2.5,69.2,59.9,2.19,54.2,2.4000000000000004,1.6071428571428572,8.666666666666666,Moderate,0
242,21,Female,1,Science,8,9,6.3,2.0,4.0,3.9,2.3,4.6,Both,4.3,5.5,2.2,73.2,45.0,1.93,42.4,1.7000000000000002,1.2698412698412698,7.666666666666667,Moderate,0
243,22,Male,3,Arts,6,7,5.4,1.0,4.0,7.7,2.6,1.6,TikTok,3.1,8.0,2.8,79.3,51.4,2.51,61.7,2.5999999999999996,1.111111111111111,6.333333333333333,High,0
244,22,Female,3,Engineering,4,4,5.8,2.0,7.0,2.6,0.1,0.0,Instagram,3.6,3.7,5.5,88.3,87.6,3.32,85.2,2.2,0.6896551724137931,3.6666666666666665,Moderate,0
245,19,Female,3,Engineering,6,6,6.4,3.0,5.0,3.0,0.9,4.3,Instagram,0.7,7.1,2.8,75.2,68.6,2.51,67.9,1.5999999999999996,0.9375,5.666666666666667,Moderate,0
246,20,Male,3,Computer Science,5,3,4.6,2.0,5.0,3.0,0.6,0.9,Instagram,3.3,6.5,2.0,72.7,62.7,2.17,59.9,3.4000000000000004,1.0869565217391306,4.333333333333333,Moderate,0
247,20,Female,4,Engineering,5,5,6.3,1.0,7.0,3.9,1.8,2.3,Instagram,5.4,7.3,2.9,84.5,60.3,2.85,65.6,1.7000000000000002,0.7936507936507937,4.333333333333333,Moderate,0
248,20,Male,3,Science,2,2,6.0,3.0,9.0,1.6,0.0,0.4,Instagram,4.9,5.8,3.4,77.3,72.3,3.44,83.2,2.0,0.3333333333333333,1.6666666666666667,Low,0
249,24,Other,1,Computer Science,5,6,5.7,3.0,4.0,3.3,0.1,4.7,TikTok,1.7,6.0,4.1,63.7,70.9,3.15,73.4,2.3,0.8771929824561403,5.666666666666667,Moderate,0
250,22,Female,2,Engineering,5,5,8.5,3.0,8.0,3.8,1.5,2.2,TikTok,0.7,5.3,4.6,99.9,78.5,2.86,74.1,-0.5,0.5882352941176471,4.0,Moderate,0
251,19,Female,1,Engineering,7,7,5.6,3.0,2.0,3.1,1.4,3.7,TikTok,3.2,4.5,2.5,69.4,63.0,2.48,60.0,2.4000000000000004,1.25,7.333333333333333,Moderate,0
252,23,Female,2,Business,7,7,5.8,2.0,5.0,1.8,2.0,3.9,Instagram,4.3,4.8,4.0,73.8,63.2,3.01,74.7,2.2,1.206896551724138,6.333333333333333,Low,0
253,25,Male,2,Science,7,6,5.6,1.0,3.0,4.7,2.5,3.6,Both,2.6,4.4,1.0,77.8,47.1,1.89,46.9,2.4000000000000004,1.25,6.666666666666667,Moderate,0
254,23,Female,1,Business,2,1,8.8,5.0,8.0,3.9,1.3,1.8,Instagram,0.9,6.3,5.1,92.5,79.4,3.87,91.1,-0.8000000000000007,0.22727272727272727,1.6666666666666667,Moderate,0
255,18,Other,2,Computer Science,3,3,6.8,2.0,7.0,1.9,0.0,0.0,Instagram,2.9,6.0,4.4,91.3,87.8,3.19,81.3,1.2000000000000002,0.4411764705882353,3.0,Low,0
256,20,Female,1,Engineering,7,8,5.5,1.0,3.0,5.9,1.4,2.9,Instagram,3.8,4.3,1.8,81.3,56.3,1.88,54.1,2.5,1.2727272727272727,7.333333333333333,High,0
257,23,Female,3,Business,4,3,7.5,2.0,7.0,2.0,0.2,2.0,Instagram,5.6,7.4,3.4,78.6,56.5,2.86,67.5,0.5,0.5333333333333333,3.3333333333333335,Low,0
258,20,Female,4,Business,5,5,6.0,2.0,5.0,2.5,0.6,2.9,Instagram,3.3,3.9,4.2,88.3,76.4,2.43,62.0,2.0,0.8333333333333334,5.0,Moderate,0
259,22,Male,1,Engineering,5,6,7.0,4.0,7.0,4.8,2.2,1.8,Instagram,4.8,8.4,4.0,87.2,70.9,2.97,72.7,1.0,0.7142857142857143,4.666666666666667,Moderate,0
260,22,Male,4,Arts,6,7,5.6,2.0,6.0,3.3,1.3,2.9,Instagram,4.8,8.8,2.8,80.9,58.0,2.13,55.8,2.4000000000000004,1.0714285714285714,5.666666666666667,Moderate,0
261,19,Female,2,Science,7,7,5.4,2.0,5.0,2.7,1.4,3.4,TikTok,1.7,6.3,4.1,75.6,64.1,2.51,62.3,2.5999999999999996,1.2962962962962963,6.333333333333333,Moderate,0
262,21,Male,1,Business,6,7,7.0,2.0,6.0,2.7,2.1,3.2,Both,4.9,7.8,4.0,79.5,63.2,3.24,77.8,1.0,0.8571428571428571,5.666666666666667,Moderate,0
263,18,Female,1,Engineering,7,8,5.8,1.0,4.0,5.3,2.4,4.2,TikTok,3.5,6.4,2.8,74.2,66.1,2.15,55.1,2.2,1.206896551724138,7.0,High,0
264,19,Other,2,Business,6,7,6.3,5.0,7.0,3.7,1.8,2.9,Instagram,1.2,5.0,2.3,74.6,75.2,2.42,65.6,1.7000000000000002,0.9523809523809524,5.333333333333333,Moderate,0
265,21,Male,3,Science,6,5,4.8,1.0,5.0,3.3,2.6,2.5,TikTok,6.0,6.4,3.6,70.6,62.0,2.56,60.2,3.2,1.25,5.333333333333333,Moderate,0
266,19,Male,3,Computer Science,5,7,7.7,4.0,6.0,3.9,1.4,3.7,Both,3.6,6.9,3.8,81.0,76.2,2.42,71.2,0.2999999999999998,0.6493506493506493,5.333333333333333,Moderate,0
267,24,Female,1,Engineering,8,8,6.8,1.0,5.0,5.1,2.2,3.2,Both,0.5,5.4,3.0,78.0,55.5,2.41,54.5,1.2000000000000002,1.1764705882352942,7.0,High,0
