student_id,age,gender,year_of_study,field_of_study,stress_level,anxiety_score,sleep_hours,sleep_quality,mood_rating,daily_screen_time_hrs,screen_time_before_sleep,daily_social_media_hours,platform_usage,physical_activity,social_interaction_level,study_hours_per_day,class_attendance_pct,exam_score,GPA,academic_performance
192,22,Female,4,Engineering,8,9,4.3,1.0,3.0,6.5,2.8,4.2,Instagram,,6.4,1.8,63.5,35.5,1.76,
193,21,Male,2,Engineering,4,4,8.2,5.0,7.0,5.4,2.0,2.6,Both,3.6,6.7,3.2,90.3,72.9,2.85,70.5
194,19,Male,2,Science,7,5,6.4,2.0,5.0,2.9,1.1,4.0,Both,3.2,5.6,3.1,69.5,41.0,2.22,46.0
195,21,Male,1,Engineering,6,7,8.2,5.0,6.0,0.4,0.9,5.2,Both,5.2,5.8,3.0,85.0,66.4,2.34,65.4
196,22,Male,1,Business,5,5,6.4,2.0,8.0,5.8,2.1,1.3,Instagram,4.2,8.0,1.3,87.3,49.5,2.73,58.3
197,19,Male,3,Computer Science,7,8,5.0,1.0,5.0,1.9,1.7,1.9,Instagram,2.5,7.2,1.5,67.4,73.2,2.12,62.7
198,21,Male,2,Computer Science,6,7,6.7,1.0,6.0,6.2,1.3,2.0,Both,4.9,6.8,1.9,77.9,66.8,2.68,66.1
199,21,Female,2,Arts,6,6,6.2,2.0,5.0,1.4,0.5,3.8,Both,1.8,5.3,2.0,68.2,58.0,2.33,58.2
200,19,Female,2,Engineering,6,4,4.9,1.0,,4.4,1.9,1.4,Instagram,2.3,6.3,2.6,68.3,68.3,2.05,64.2
201,22,Female,2,Computer Science,6,4,8.1,4.0,6.0,3.7,,5.0,Both,3.4,4.9,3.2,91.8,74.6,2.67,72.3
202,22,Female,4,Computer Science,3,2,5.3,3.0,6.0,3.5,0.6,1.6,TikTok,2.6,6.1,0.8,85.1,50.6,2.18,48.5
203,23,Male,4,Engineering,8,8,4.0,1.0,4.0,5.5,2.7,3.0,Instagram,5.1,6.0,2.9,84.9,49.3,2.04,49.0
204,23,Female,2,Arts,3,4,8.0,5.0,8.0,3.4,0.8,2.6,TikTok,6.6,6.9,3.7,87.3,87.4,3.21,82.1
205,19,Female,4,Science,6,6,5.2,1.0,6.0,2.1,0.1,2.0,Instagram,3.3,5.8,1.4,85.8,46.9,2.44,55.4
206,19,Female,3,Computer Science,10,10,5.3,1.0,2.0,3.2,1.0,4.5,Instagram,2.3,6.2,2.4,62.2,49.6,2.41,58.6
207,22,Male,2,Other,6,5,4.5,1.0,4.0,4.1,2.4,2.2,Both,3.1,7.3,0.0,71.1,49.5,1.57,43.9
208,22,Male,4,Engineering,5,5,7.9,4.0,6.0,4.7,2.1,4.0,Instagram,,5.3,1.6,100.0,62.1,2.47,61.9
209,22,Male,1,Computer Science,6,6,5.3,3.0,5.0,1.8,1.2,2.3,Both,3.7,5.4,4.7,71.3,71.3,2.82,63.0
210,26,Male,1,Arts,5,5,7.1,2.0,6.0,4.2,1.3,2.6,Both,,6.6,3.2,90.8,76.3,2.38,71.7
211,22,Female,4,Other,9,10,7.0,2.0,4.0,4.7,2.3,6.5,Instagram,3.6,5.7,1.1,74.0,52.4,1.97,50.0
212,23,Female,2,Business,6,8,,4.0,7.0,4.7,1.3,4.0,TikTok,5.7,6.1,2.8,75.7,67.4,2.8,69.7
213,23,Female,4,Computer Science,6,6,,1.0,5.0,3.5,1.3,2.8,Both,1.1,7.3,2.6,66.4,59.9,2.29,59.4
214,22,Female,4,Engineering,8,9,4.1,1.0,3.0,3.9,0.7,3.7,Both,2.0,5.0,1.7,68.8,51.3,1.98,47.6
215,20,Female,1,Science,3,3,5.7,2.0,6.0,3.5,0.4,1.1,TikTok,2.8,4.1,3.8,75.6,59.8,2.92,66.1
216,22,Female,4,Engineering,11,7,6.2,2.0,4.0,3.4,1.0,4.8,TikTok,4.2,5.2,1.9,73.1,63.0,1.35,44.2
217,20,Other,2,Other,6,6,5.5,1.0,5.0,4.3,1.4,0.7,None,4.5,8.9,3.1,65.4,60.5,2.25,63.0
218,21,Male,2,Computer Science,3,2,6.6,3.0,7.0,2.1,1.1,1.6,Instagram,4.7,6.5,3.4,89.4,70.1,3.44,71.0
219,20,Male,3,Computer Science,4,4,6.8,4.0,6.0,5.7,1.7,2.5,Both,1.1,5.1,,71.8,71.6,2.75,66.6
220,21,Male,4,Other,4,3,7.0,3.0,7.0,1.9,0.0,2.1,Both,3.2,6.4,2.3,83.8,71.9,1.9,57.3
221,25,Female,1,Engineering,6,6,5.6,1.0,6.0,3.7,1.4,,TikTok,1.7,6.8,3.7,66.4,57.9,2.09,
222,18,Female,2,Science,2,2,8.6,5.0,8.0,2.3,0.9,2.3,Both,3.4,6.3,4.9,100.0,91.4,3.76,95.3
223,22,Male,3,Engineering,4,5,7.1,1.0,6.0,4.2,2.6,3.1,Instagram,3.5,6.9,4.5,71.1,78.4,2.95,70.1
224,18,Other,3,Engineering,5,5,5.9,2.0,6.0,4.5,0.2,1.5,TikTok,1.7,5.9,3.0,76.3,65.6,1.77,53.5
225,20,Male,3,Engineering,5,7,7.3,4.0,6.0,4.6,1.9,,Both,2.6,6.9,3.6,85.9,84.1,3.11,83.1
226,23,Other,1,Business,3,5,9.4,5.0,8.0,,1.6,2.0,TikTok,4.8,7.0,4.0,95.9,84.1,,95.6
227,21,Male,1,Science,6,5,5.1,1.0,5.0,2.6,0.4,3.4,Both,2.4,5.4,3.4,66.8,61.8,2.21,57.0
228,19,Male,2,Engineering,6,7,6.0,2.0,4.0,4.2,1.7,4.4,Instagram,3.1,6.1,2.0,66.4,51.9,2.66,55.8
229,20,Female,3,Engineering,6,8,3.5,1.0,5.0,3.9,0.6,1.7,Instagram,6.0,6.5,1.0,79.8,42.2,1.8,44.9
230,22,Male,1,Engineering,5,6,6.9,4.0,5.0,4.1,1.4,4.5,Instagram,5.7,4.8,3.3,83.7,72.8,,69.9
231,20,Male,1,Other,5,6,,3.0,5.0,3.1,0.4,1.9,Instagram,,5.7,2.9,72.5,63.3,2.42,63.3
232,21,Male,4,Computer Science,5,3,5.9,2.0,5.0,2.6,1.1,4.4,TikTok,3.6,4.4,3.0,85.3,65.1,2.09,60.4
233,21,Female,1,Other,5,5,5.9,,7.0,6.1,3.9,4.5,Both,7.3,7.5,3.2,80.2,68.8,2.97,72.9
234,20,Female,4,Science,7,7,3.6,1.0,3.0,5.2,2.5,4.0,Both,4.0,6.1,1.1,66.6,45.7,1.99,49.7
235,25,Male,3,Science,5,7,6.9,3.0,6.0,4.5,2.1,2.3,Instagram,3.7,8.1,3.0,76.8,68.3,2.59,72.0
236,22,Female,4,Computer Science,5,4,7.6,5.0,6.0,3.7,1.6,3.5,Both,5.6,6.2,3.0,81.0,70.1,3.09,73.0
237,18,Female,1,Science,6,6,5.8,2.0,5.0,2.4,0.4,3.9,Both,3.3,5.9,3.7,72.2,70.6,2.16,57.1
238,21,Male,1,Science,4,5,,4.0,6.0,4.9,,2.5,Both,4.2,4.7,3.3,87.7,,3.12,85.9
239,20,Male,3,Engineering,5,4,4.3,1.0,5.0,,1.6,0.7,None,3.6,5.4,2.8,86.6,72.1,2.53,62.7
240,22,Male,4,Engineering,6,6,6.5,2.0,6.0,4.2,0.6,2.1,Both,4.0,4.5,1.7,70.7,54.1,2.16,50.2
241,20,Male,3,Engineering,9,9,5.6,1.0,2.0,5.0,2.3,4.7,Instagram,4.0,7.2,2.5,69.2,59.9,2.19,54.2
242,21,Female,1,Science,8,9,,2.0,4.0,,2.3,4.6,Both,4.3,5.5,2.2,73.2,45.0,1.93,42.4
243,22,Male,3,Arts,6,7,5.4,1.0,4.0,7.7,2.6,1.6,TikTok,3.1,8.0,,79.3,51.4,2.51,61.7
244,22,Female,3,Engineering,4,4,5.8,2.0,7.0,2.6,0.1,0.0,None,3.6,3.7,5.5,88.3,87.6,3.32,85.2
245,19,Female,3,Engineering,6,6,6.4,3.0,,3.0,0.9,4.3,Instagram,0.7,7.1,,75.2,68.6,2.51,67.9
246,20,Male,3,Computer Science,5,3,4.6,2.0,5.0,3.0,0.6,0.9,Instagram,3.3,6.5,2.0,72.7,62.7,2.17,59.9
247,20,Female,4,Engineering,5,5,,1.0,7.0,3.9,1.8,2.3,Instagram,5.4,7.3,2.9,84.5,60.3,2.85,65.6
248,20,Male,3,Science,2,2,6.0,3.0,9.0,1.6,0.0,0.4,None,4.9,5.8,3.4,77.3,72.3,3.44,83.2
249,24,Other,1,Computer Science,5,6,5.7,3.0,4.0,3.3,0.1,4.7,TikTok,1.7,6.0,4.1,63.7,70.9,3.15,73.4
250,22,Female,2,Engineering,5,5,8.5,3.0,8.0,3.8,1.5,2.2,TikTok,0.7,5.3,4.6,99.9,78.5,2.86,74.1
251,19,Female,1,Engineering,7,7,5.6,3.0,2.0,3.1,,3.7,TikTok,3.2,4.5,2.5,69.4,63.0,2.48,60.0
252,23,Female,2,Business,7,7,5.8,2.0,5.0,1.8,2.0,3.9,Instagram,4.3,4.8,4.0,73.8,63.2,3.01,74.7
253,25,Male,2,Science,7,6,5.6,1.0,3.0,4.7,2.5,3.6,Both,2.6,4.4,1.0,77.8,47.1,1.89,46.9
254,23,Female,1,Business,2,1,8.8,5.0,8.0,,1.3,1.8,Instagram,0.9,6.3,5.1,92.5,79.4,3.87,91.1
255,18,Other,2,Computer Science,3,3,6.8,2.0,7.0,1.9,0.0,0.0,None,2.9,6.0,4.4,91.3,87.8,3.19,81.3
256,20,Female,1,Engineering,7,8,5.5,1.0,3.0,5.9,,2.9,Instagram,3.8,4.3,1.8,81.3,56.3,1.88,54.1
257,23,Female,3,Business,4,3,7.5,,7.0,2.0,0.2,2.0,Instagram,5.6,7.4,3.4,78.6,56.5,2.86,67.5
258,20,Female,4,Business,5,5,6.0,2.0,5.0,2.5,0.6,,Instagram,3.3,3.9,4.2,88.3,76.4,2.43,62.0
259,22,Male,1,Engineering,5,6,7.0,4.0,7.0,4.8,2.2,1.8,Instagram,4.8,8.4,4.0,87.2,70.9,2.97,72.7
260,22,Male,4,Arts,6,7,5.6,2.0,6.0,3.3,1.3,,Instagram,4.8,8.8,,80.9,58.0,2.13,55.8
261,19,Female,2,Science,7,7,5.4,,5.0,2.7,1.4,3.4,TikTok,1.7,,4.1,75.6,64.1,2.51,62.3
262,21,Male,1,Business,6,7,7.0,2.0,6.0,2.7,2.1,3.2,Both,4.9,7.8,4.0,,63.2,3.24,77.8
263,18,Female,1,Engineering,7,8,5.8,1.0,4.0,5.3,2.4,4.2,TikTok,3.5,6.4,,74.2,66.1,2.15,55.1
264,19,Other,2,Business,6,7,,5.0,7.0,3.7,1.8,2.9,Instagram,1.2,5.0,2.3,74.6,75.2,2.42,65.6
265,21,Male,3,Science,6,5,4.8,1.0,5.0,3.3,2.6,2.5,TikTok,6.0,6.4,3.6,70.6,62.0,2.56,60.2
266,19,Male,3,Computer Science,5,7,7.7,4.0,6.0,3.9,,3.7,Both,3.6,6.9,3.8,81.0,76.2,2.42,71.2
267,24,Female,1,Engineering,8,8,6.8,1.0,5.0,5.1,2.2,3.2,Both,0.5,5.4,3.0,78.0,55.5,2.41,54.5
268,19,Male,1,Science,5,6,6.8,2.0,6.0,1.6,0.4,2.4,Both,,3.0,3.6,83.0,58.2,2.72,57.2
269,20,Female,2,Business,8,8,7.2,2.0,4.0,4.7,3.0,6.3,Both,1.7,7.5,3.4,77.8,71.8,2.42,67.1
270,21,Male,1,Arts,5,5,,2.0,4.0,5.0,1.3,1.3,Instagram,,6.8,3.8,76.1,64.0,2.65,64.8
271,23,Female,1,Business,4,4,7.8,3.0,6.0,3.0,0.7,3.2,TikTok,2.8,5.9,2.8,88.1,81.1,2.87,79.6
272,19,Male,1,Arts,8,6,3.5,1.0,4.0,3.7,1.6,4.3,Both,3.1,5.0,0.5,66.4,44.4,1.21,39.4
273,23,Female,3,Computer Science,6,5,5.5,1.0,5.0,5.6,2.3,3.1,Instagram,,5.8,2.9,82.6,64.3,2.42,62.0
274,21,Male,4,Computer Science,8,7,4.9,1.0,3.0,4.0,,3.7,Both,3.5,,4.4,75.9,62.6,2.27,54.3
275,19,Female,2,Science,5,4,4.9,1.0,6.0,4.3,0.4,1.3,TikTok,,7.1,2.5,79.5,66.6,2.47,59.8
276,22,Male,4,Business,7,7,5.7,3.0,3.0,3.7,1.7,3.1,Both,2.1,6.3,2.8,68.8,51.4,2.0,44.4
277,21,Female,2,Computer Science,5,5,6.8,3.0,6.0,2.8,0.9,2.7,Instagram,5.3,5.2,4.0,,83.4,3.11,79.8
278,20,Female,2,Other,6,7,7.1,2.0,7.0,4.0,1.5,3.7,Both,1.7,5.2,2.3,80.4,62.8,2.41,59.2
279,21,Male,1,Computer Science,6,5,6.9,2.0,5.0,6.0,2.5,4.5,Both,4.0,6.1,3.4,81.5,78.4,2.34,66.8
280,20,Male,3,Science,5,5,5.3,1.0,6.0,2.8,0.0,3.3,Instagram,6.2,7.7,2.7,78.3,62.2,2.9,
281,21,Male,4,Engineering,5,4,6.3,3.0,7.0,4.4,1.8,3.1,Instagram,3.2,5.6,4.4,76.4,74.8,2.75,78.2
282,22,Female,3,Business,6,4,6.4,3.0,6.0,2.7,1.1,3.4,Both,4.0,,1.7,81.6,59.2,2.24,59.4
283,24,Female,2,Arts,5,6,7.7,4.0,5.0,2.3,0.9,2.9,TikTok,1.8,4.5,5.8,76.8,87.8,3.43,87.0
284,19,Female,3,Business,5,6,6.8,4.0,6.0,4.0,0.5,3.1,TikTok,3.0,6.2,2.7,80.0,80.0,2.94,70.9
285,25,Male,1,Business,6,7,7.0,4.0,7.0,5.2,1.5,3.5,Instagram,5.3,6.5,3.2,86.0,63.7,2.62,64.7
286,18,Male,4,Computer Science,5,4,4.7,2.0,4.0,3.6,0.0,3.7,Both,4.4,4.5,,80.9,60.4,2.48,64.4
287,21,Female,2,Science,5,5,5.7,2.0,5.0,,,3.7,Both,3.8,6.1,1.4,72.2,56.5,2.51,61.3
288,22,Female,2,Computer Science,4,5,5.9,3.0,6.0,3.7,0.7,1.3,Instagram,0.6,,4.1,81.1,57.1,3.12,65.0
289,21,Other,2,Science,5,6,6.1,1.0,6.0,4.6,1.7,1.6,Instagram,2.5,7.9,2.6,92.5,,2.54,61.2
290,20,Male,3,Science,4,5,6.4,3.0,6.0,3.2,0.5,2.5,TikTok,6.1,6.5,3.8,90.1,71.1,3.18,76.0
291,21,Female,1,Business,2,3,7.4,4.0,5.0,4.8,1.6,2.0,Both,3.5,6.9,3.0,88.0,97.4,2.83,81.4
292,20,Male,3,Computer Science,9,10,6.0,2.0,4.0,4.8,2.4,3.5,Instagram,4.4,4.9,1.6,81.3,,,41.9
293,20,Male,1,Engineering,4,4,6.6,2.0,7.0,,1.8,3.2,Both,3.8,6.5,2.7,98.2,73.6,2.91,65.6
294,22,Female,3,Engineering,7,8,6.4,2.0,4.0,5.7,2.2,3.7,Both,2.5,5.3,3.1,81.5,50.7,2.18,50.0
295,22,Female,4,Other,5,6,5.4,1.0,5.0,2.0,0.8,1.2,Instagram,4.3,5.9,3.4,68.4,65.6,2.41,63.5
296,20,Other,3,Engineering,7,7,5.1,1.0,3.0,5.2,1.5,3.7,TikTok,1.6,9.0,1.9,75.9,59.7,2.19,60.1
297,23,Male,2,Business,8,9,4.6,1.0,4.0,3.0,0.6,3.9,Both,1.5,5.1,1.2,77.5,64.6,1.69,52.6
298,22,Male,2,Business,5,6,5.7,3.0,5.0,5.2,1.1,2.7,Instagram,2.5,5.8,,65.1,59.7,2.62,66.6
299,22,Female,1,Business,6,5,7.3,4.0,6.0,5.6,1.7,,Instagram,3.6,7.2,3.0,87.2,52.4,2.28,54.6
300,22,Female,3,Arts,4,3,5.5,2.0,4.0,2.2,0.8,3.1,Both,1.2,4.7,3.1,,62.3,2.32,56.9
301,20,Male,1,Engineering,9,9,6.3,1.0,,5.5,,,TikTok,3.2,6.4,3.9,80.8,54.5,2.82,61.6
302,20,Male,2,Business,6,5,6.8,3.0,6.0,1.8,1.4,3.0,Both,1.9,6.4,3.4,77.9,61.0,2.4,62.2
303,22,Male,1,Science,4,4,7.3,3.0,8.0,4.1,2.0,2.8,Instagram,2.1,6.2,5.4,86.2,91.0,3.17,83.6
304,22,Female,1,Arts,8,8,5.5,1.0,5.0,5.4,2.5,3.9,Both,5.2,9.2,1.7,76.9,52.5,,51.1
305,21,Male,3,Engineering,9,10,7.2,2.0,2.0,5.8,2.4,5.7,Instagram,3.4,4.6,2.0,79.2,43.3,1.82,39.0
306,21,Male,1,Business,3,3,7.9,5.0,7.0,3.2,0.6,2.0,Instagram,1.7,7.8,3.2,,87.6,3.36,82.5
307,23,Male,3,Engineering,6,7,5.1,1.0,5.0,4.8,1.8,2.9,Both,3.7,6.9,2.7,70.3,73.7,2.39,64.6
308,20,Male,2,Science,5,5,5.4,,5.0,3.7,2.0,1.5,Instagram,1.5,7.1,2.4,75.1,48.9,2.29,51.5
309,22,Male,1,Engineering,5,7,8.0,4.0,5.0,4.2,1.8,4.0,TikTok,4.1,6.6,2.6,85.4,77.1,3.09,73.7
310,21,Female,2,Engineering,3,4,6.2,3.0,6.0,1.9,0.0,1.2,Instagram,5.3,9.3,1.4,94.8,63.8,2.92,74.4
311,21,Male,1,Computer Science,5,5,4.2,1.0,4.0,3.9,1.1,1.7,Instagram,4.1,6.3,3.9,79.8,60.7,3.19,73.3
312,23,Female,1,Science,6,4,5.3,2.0,5.0,6.4,2.3,4.0,TikTok,6.2,7.3,1.7,74.8,44.0,2.22,58.0
313,22,Male,3,Computer Science,7,8,6.0,2.0,2.0,3.4,1.0,,Both,0.6,6.7,3.8,67.1,60.3,3.02,63.0
314,22,Female,1,Other,6,8,5.5,2.0,5.0,1.9,0.9,3.4,Both,3.5,5.5,2.1,81.1,54.1,2.49,59.6
315,23,Female,4,Business,9,9,5.6,1.0,3.0,6.0,3.3,4.2,Both,1.4,6.6,2.5,65.7,51.9,2.43,55.2
316,21,Female,1,Engineering,6,6,6.7,2.0,4.0,4.5,1.2,3.0,TikTok,3.2,6.1,2.7,84.3,,2.79,74.3
317,22,Female,1,Science,4,3,8.3,3.0,7.0,2.6,1.1,4.7,Both,3.1,4.2,3.8,86.9,74.0,2.91,79.8
318,20,Male,3,Computer Science,4,2,5.8,3.0,5.0,4.7,0.9,1.9,TikTok,6.7,5.5,2.0,94.4,54.1,2.46,52.1
319,22,Male,2,Science,6,5,7.7,4.0,6.0,3.3,1.5,2.4,Instagram,3.5,6.2,4.4,77.1,70.8,2.42,63.2
320,21,Female,1,Engineering,4,6,8.2,3.0,6.0,2.1,0.4,2.6,TikTok,3.0,7.4,3.2,96.3,82.9,2.4,67.7
321,21,Other,2,Business,4,5,8.0,3.0,6.0,2.0,1.4,1.9,Instagram,4.7,4.3,4.7,94.4,80.6,3.12,77.2
322,22,Female,1,Computer Science,6,5,7.0,2.0,5.0,4.6,1.8,,Instagram,3.1,6.4,1.1,,,2.62,55.8
323,20,Female,4,Computer Science,8,8,3.7,1.0,2.0,7.0,2.5,4.2,Instagram,6.1,7.7,,65.5,41.6,1.63,45.7
324,25,Female,2,Engineering,6,8,,3.0,6.0,,1.9,3.5,TikTok,4.3,4.8,3.2,94.3,68.4,2.53,70.3
325,19,Female,3,Arts,6,5,7.1,2.0,5.0,3.4,1.7,4.9,Both,4.1,5.2,2.6,75.4,,2.77,73.8
326,19,Male,4,Engineering,9,9,5.7,2.0,4.0,5.8,2.7,3.9,TikTok,0.7,6.0,2.4,70.2,43.1,1.66,37.5
327,23,Female,2,Engineering,4,4,8.5,4.0,8.0,4.8,1.5,3.8,TikTok,,7.7,3.8,92.7,70.9,3.77,84.7
328,22,Other,4,Computer Science,4,3,6.9,4.0,4.0,4.0,0.3,,Instagram,2.7,8.2,5.6,83.6,77.6,3.18,
329,22,Male,2,Engineering,6,6,7.1,3.0,4.0,2.7,1.6,3.1,TikTok,3.1,5.4,3.4,,70.6,2.94,73.6
330,22,Female,4,Science,6,6,7.2,2.0,4.0,7.1,2.9,3.6,Instagram,2.6,4.9,2.5,73.8,62.9,2.44,61.7
331,21,Male,1,Engineering,6,5,7.0,2.0,8.0,4.2,1.5,3.2,Both,1.9,7.8,2.3,91.4,67.7,,68.5
332,19,Female,3,Computer Science,7,8,3.2,1.0,3.0,5.7,1.2,3.0,Both,1.9,4.9,3.0,62.7,,2.36,54.1
333,21,Male,2,Computer Science,6,5,5.9,1.0,6.0,5.3,2.6,2.9,Instagram,3.6,6.9,0.8,76.9,50.1,2.18,51.9
334,20,Male,2,Arts,3,3,7.6,4.0,8.0,3.1,0.0,0.5,None,1.4,8.9,,76.8,85.2,3.61,90.1
335,23,Female,3,Computer Science,7,6,5.4,1.0,3.0,1.7,,5.9,TikTok,3.1,6.4,0.7,,60.3,1.69,51.5
336,21,Male,3,Engineering,5,5,5.9,2.0,4.0,3.6,0.0,3.2,TikTok,5.1,7.5,4.0,93.9,63.7,2.52,65.2
337,20,Female,1,Business,7,6,5.4,3.0,5.0,3.6,2.3,4.3,Both,3.8,7.5,1.4,88.0,45.1,1.59,44.0
338,20,Female,1,Science,5,5,,4.0,5.0,4.3,1.5,2.7,Both,3.9,7.0,4.0,93.8,77.3,3.43,83.8
339,22,Other,3,Engineering,5,5,8.1,3.0,7.0,4.2,2.2,1.9,TikTok,2.5,7.2,3.6,81.6,88.5,3.15,81.8
340,20,Male,3,Business,5,6,5.1,1.0,4.0,4.0,1.6,2.7,TikTok,1.3,5.3,1.1,75.9,46.4,2.01,46.1
341,20,Male,4,Computer Science,5,4,6.0,2.0,6.0,4.5,0.8,2.5,Both,5.3,8.2,3.7,79.9,69.8,2.93,
342,21,Male,3,Engineering,5,7,5.4,3.0,6.0,3.7,1.5,1.3,Instagram,2.8,6.9,2.1,70.2,53.1,2.67,65.9
343,21,Other,4,Science,3,2,6.6,2.0,7.0,5.3,1.5,1.5,Instagram,3.4,4.8,4.6,83.7,84.6,3.14,81.1
344,20,Other,3,Engineering,5,5,6.6,3.0,6.0,2.4,0.4,2.6,Both,3.0,6.5,2.0,87.0,47.2,1.99,50.6
345,20,Female,1,Engineering,6,8,7.5,3.0,6.0,6.0,3.3,3.0,Both,4.4,3.9,3.1,76.8,58.6,2.24,57.6
346,21,Female,1,Computer Science,7,10,7.0,3.0,6.0,6.8,2.0,,Instagram,5.9,7.7,2.6,65.9,68.7,2.24,68.9
347,19,Female,3,Business,3,5,9.2,5.0,8.0,3.7,1.0,3.5,Instagram,5.9,6.4,3.5,86.0,80.6,3.4,82.6
348,19,Female,3,Business,6,6,4.9,1.0,4.0,,2.1,1.9,Instagram,,7.9,4.0,77.4,60.6,2.14,58.8
349,20,Male,1,Computer Science,6,7,4.7,1.0,6.0,4.8,2.2,2.5,Instagram,2.7,6.7,2.2,63.2,55.0,2.49,56.4
350,21,Female,2,Engineering,7,8,6.0,3.0,4.0,3.5,1.4,4.6,TikTok,,6.4,1.7,70.7,52.3,1.7,42.9
351,22,Male,4,Business,7,7,4.3,1.0,5.0,2.3,0.9,2.9,Both,4.9,5.3,2.4,70.9,57.7,1.99,53.3
352,24,Female,2,Science,8,7,5.0,1.0,2.0,6.6,1.9,4.1,Both,,6.8,0.1,73.1,24.8,,31.1
353,22,Female,2,Business,10,10,5.4,1.0,1.0,4.1,2.1,5.9,Both,3.8,,3.8,70.1,46.9,2.06,51.6
354,21,Female,2,Other,4,3,5.4,1.0,5.0,1.5,0.7,1.9,TikTok,2.9,7.6,1.7,82.9,54.5,2.42,50.5
355,21,Male,1,Computer Science,7,6,5.6,1.0,3.0,4.9,2.5,3.0,TikTok,1.8,4.4,2.7,72.4,62.5,2.53,65.5
356,19,Male,2,Science,4,4,6.8,4.0,5.0,4.2,1.3,2.0,TikTok,2.5,6.3,3.4,77.0,72.2,2.87,66.6
357,21,Male,2,Computer Science,5,5,5.8,3.0,6.0,3.9,1.7,0.5,None,1.5,4.9,4.3,83.7,83.9,2.95,81.3
358,21,Male,1,Engineering,8,9,6.5,2.0,4.0,4.9,2.5,2.8,Both,1.5,5.9,2.3,61.5,,,62.0
359,22,Male,3,Engineering,8,8,7.2,4.0,5.0,4.1,1.8,,TikTok,1.2,,1.7,79.4,50.4,2.17,52.0
360,20,Other,2,Engineering,6,6,5.5,3.0,4.0,4.4,1.4,3.3,TikTok,2.0,6.7,0.3,82.8,48.4,1.65,47.1
361,22,Female,4,Science,8,9,5.7,,2.0,5.5,2.1,3.5,TikTok,2.1,5.7,0.2,87.0,52.9,1.8,47.7
362,24,Male,4,Business,2,2,6.5,2.0,8.0,2.8,0.5,,Both,4.3,3.6,3.6,,89.8,3.57,90.1
363,21,Male,1,Arts,4,4,4.5,1.0,4.0,6.6,1.2,1.9,TikTok,3.9,5.9,4.1,75.7,71.0,2.72,64.3
364,22,Male,3,Computer Science,8,8,3.6,1.0,3.0,5.1,1.5,4.3,TikTok,4.0,,0.0,69.2,29.6,1.69,35.7
365,22,Female,2,Business,4,4,6.9,4.0,6.0,,0.2,1.3,TikTok,5.4,6.5,5.5,86.1,68.1,3.51,82.1
366,20,Female,4,Business,8,7,6.4,2.0,4.0,,3.7,4.3,Instagram,3.2,7.6,3.4,79.8,45.0,2.29,47.1
367,21,Other,1,Engineering,5,5,8.9,4.0,6.0,2.6,0.0,2.4,Both,2.4,6.2,2.1,89.2,70.9,2.96,75.4
368,21,Female,3,Engineering,6,7,6.3,2.0,6.0,4.1,0.7,4.6,TikTok,6.4,7.9,1.3,79.5,58.7,2.29,50.8
369,21,Other,3,Business,5,5,7.1,4.0,6.0,5.4,2.0,3.2,Instagram,5.1,6.8,2.0,83.6,58.3,,60.1
370,20,Female,1,Science,7,6,6.4,,5.0,2.7,2.3,2.1,TikTok,3.3,6.0,2.8,82.7,70.0,2.32,62.3
371,21,Male,1,Computer Science,4,5,7.0,4.0,5.0,3.3,0.7,1.9,Instagram,3.2,5.8,3.2,76.1,70.0,2.87,71.6
372,22,Other,3,Engineering,6,7,8.1,3.0,8.0,3.9,1.9,3.7,Instagram,3.8,4.9,3.0,,63.0,3.0,67.6
373,23,Male,3,Engineering,8,9,4.0,1.0,2.0,6.4,2.2,2.4,Both,3.5,7.7,1.2,72.8,52.7,1.21,38.3
374,23,Female,2,Business,4,5,7.0,2.0,,4.1,1.4,2.5,Instagram,3.5,5.8,3.5,77.7,81.1,3.1,83.0
375,25,Male,3,Engineering,6,5,8.8,4.0,6.0,3.1,3.1,3.5,Both,4.5,7.0,4.3,62.6,73.4,3.28,82.2
376,20,Female,2,Engineering,7,7,6.6,4.0,8.0,2.9,0.0,2.6,Both,2.4,5.4,2.4,85.8,62.9,2.15,56.3
377,22,Female,3,Arts,7,9,8.0,3.0,5.0,2.7,2.3,3.6,TikTok,1.0,4.1,2.2,78.0,64.7,2.33,59.7
378,21,Female,1,Engineering,7,7,6.0,1.0,3.0,5.4,2.4,4.3,TikTok,,5.8,3.1,64.4,,1.99,60.7
379,25,Female,4,Business,8,6,6.2,,5.0,7.7,2.3,2.6,Both,4.8,5.7,2.2,81.6,52.9,2.0,59.1
380,20,Male,1,Science,7,7,6.6,2.0,5.0,4.9,0.9,3.8,Both,1.3,5.0,2.9,73.9,51.8,2.42,56.6
381,20,Male,2,Engineering,7,7,3.9,,4.0,4.2,1.5,2.4,Both,3.9,4.9,1.7,64.8,53.4,2.71,66.8
382,20,Male,1,Science,7,6,5.3,1.0,3.0,3.5,1.7,3.6,TikTok,1.7,5.0,3.1,74.9,60.1,,63.4
383,18,Male,1,Computer Science,7,8,5.2,2.0,4.0,5.2,1.3,3.0,TikTok,2.3,5.9,3.4,73.3,61.3,2.09,56.0
384,20,Female,2,Science,5,6,7.2,4.0,6.0,5.2,2.0,2.0,Both,2.2,5.8,4.5,77.7,76.0,3.18,75.6
